Sentence,Emotion 1,Emotion 2
I suffer massively from anxiety so if I'm honest I was dreading it and really nervous but I needn't have worried!,Fear,
I suggested that providing good customer service should be of interest to any member of the management team.,Trust,
I think a sanctuary would be so much rewarding and better for children to learn how to respect and treat animals and nature.,Trust,
I think as long as you visit with enthusiasm and keep your child interested and engaged it should be a successful visit.,Trust,
I think I was just surprised because it was not what I expected from somewhere that calls itself a farm shop and cafe!,Disgust,
I think it is disgusting that you pay all that money to enter and then you have to pay separately for a scare maze.,Disgust,
I think it's appalling that Crown Point think 3 hours is enough to eat and shop all the shops there!,Anger,
I think my expectations were high as its supposed to be in the top ten and so many Devon beaches are lovely.,Disgust,
I think overrated and next time will go to a more spa user-friendly place for less money!,Anger,
"I think that the fact he was so rude and made me feel like a thief ""stealing"" coffee totally ruined my stay.",Fear,
I think the view from the top is spectacular and we had a brilliant sunny day,Joy,
"I think this is discrimination that we come to have fun, pay money, and be refused because of other country ID.",Anger,Disgust
I think this will become a a good summer location once the gardens are finished providing even more picnic opportunities.,Anticipation,
I think this zoo needs looking into the cages are not good for the animals and I actually felt sorry for them.,Sadness,
"I think we spent the longest time here, enjoying seeing the animals, especially as the sun was shining.",Joy,
I think we were lucky that the local schools weren't on their half-term break as it felt like we had the zoo to ourselves.,,
I thought there must be some kind of system in place to compensate visitors who had this kind of bad luck during their time in the park.,Anger,
I took my mother to Kensington Palace as part of her birthday treat and was embarrassed as it turned out to be so disappointing.,Sadness,
I treated a friend to a Spa day for a present and felt embarrassed.,Sadness,
I understand it's a working farm and think it's a good idea in theory but it wasn't for us & we did not think it was worth what we paid at all.,Sadness,
I understand people will say you get what you pay for but when on a budget you can only get what you can afford and I felt it was money thrown away.,Anger,
I understand security checks are important but they were so slow which lead to the show starting some 30 mins later than planned.,Anger,
"I understand that you are also paying for the experience, but for that price you kind of expect the food to be better too!",Anger,
I understand the venue gets charged if an ambulance is called - THIS SHOULD NOT BE A CONSIDERATION WHEN THERE IS A SERIOUS MEDICAL ISSUE - AN AMBULANCE SHOULD BE CALLED.,Anger,
"I used the toilets on leaving they were foul and the air was horrible smell of stale urine, won't be back sorry.",Disgust,
I visited it and felt like I had wasted my time I hope the council didn't spend a great deal on this.,Anticipation,
"I visited the ""Zoo"" at the beginning of August with my family and young granddaughter, from the very start the visit was terrible.....",Disgust,
"I visited the spa this week with my daughter, we were hoping for, in the words of the website; 'Your spa experience should be a relaxing one.'",Anticipation,
